Participant,Age,English,Gender,Condition,List,PSA,Biography,Name,Job,Pet,Pronoun,M_Type,M_Response,M_Acc,P_Text,P_Response,P_Acc
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Laura,mechanic,cat,she/her,pet,dog,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Laura,mechanic,cat,she/her,pronoun,she/her,1,she work on her own car,she/her,1
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Kevin,doctor,dog,they/them,pet,cat,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Kevin,doctor,dog,they/them,pronoun,he/him,0,he went to bed,he/him,0
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Daniel,retail,cat,he/him,job,Uber driver,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Kevin,doctor,dog,they/them,job,mechanic,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Daniel,retail,cat,he/him,pronoun,he/him,1,he had dinner,he/him,1
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,job,nurse,1,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,pet,fish,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,pronoun,she/her,0,she had a drink and went to bed,she/her,0
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Michael,salesperson,fish,they/them,job,Uber driver,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Michael,salesperson,fish,they/them,pet,dog,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Michael,salesperson,fish,they/them,pronoun,he/him,0,he had a drink,he/him,0
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Amanda,engineer,cat,she/her,job,IT,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Amanda,engineer,cat,she/her,pet,cat,1,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Amanda,engineer,cat,she/her,pronoun,she/her,1,she had fun with her kids,she/her,1
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Brian,accountant,fish,he/him,job,engineer,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Brian,accountant,fish,he/him,pet,fish,1,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Daniel,retail,cat,he/him,pet,dog,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Andrew,teacher,dog,he/him,job,sales,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Andrew,teacher,dog,he/him,pet,cat,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Andrew,teacher,dog,he/him,pronoun,he/him,1,he help his son with homework,he/him,1
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Melissa,IT,fish,they/them,job,accountant,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Melissa,IT,fish,they/them,pet,cat,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Melissa,IT,fish,they/them,pronoun,she/her,0,she took a bath,she/her,0
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Jessica,food service,fish,she/her,job,sales,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Jessica,food service,fish,she/her,pet,fish,1,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Jessica,food service,fish,she/her,pronoun,she/her,1,she went to the store,she/her,1
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,job,doctor,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,pet,dog,1,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,pronoun,she/her,1,she went to bed ,she/her,1
2_118,58,"native (learned from birth)",female,both,both_1,1,1,James,janitor,dog,he/him,job,mechanic,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,James,janitor,dog,he/him,pet,cat,0,NA,NA,NA
2_118,58,"native (learned from birth)",female,both,both_1,1,1,James,janitor,dog,he/him,pronoun,he/him,1,he clean his house,he/him,1
2_118,58,"native (learned from birth)",female,both,both_1,1,1,Brian,accountant,fish,he/him,pronoun,he/him,1,he went to a party,he/him,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Melissa,doctor,cat,she/her,pet,cat,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Melissa,doctor,cat,she/her,pronoun,she/her,1,she went to bed,she/her,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Michael,mechanic,fish,he/him,job,mechanic,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Michael,mechanic,fish,he/him,pet,fish,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Michael,mechanic,fish,he/him,pronoun,he/him,1,he took a bath,he/him,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Laura,accountant,dog,they/them,job,accountant,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Laura,accountant,dog,they/them,pet,dog,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Laura,accountant,dog,they/them,pronoun,they/them,1,they watched the news,they/them,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,James,janitor,cat,they/them,job,janitor,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,James,janitor,cat,they/them,pet,cat,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,James,janitor,cat,they/them,pronoun,they/them,1,they ate some dinner ,they/them,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Brian,Uber driver,cat,he/him,job,Uber driver,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Melissa,doctor,cat,she/her,job,doctor,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Brian,Uber driver,cat,he/him,pronoun,he/him,1,he took a shower,he/him,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Stephanie,salesperson,dog,she/her,job,sales,0,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Stephanie,salesperson,dog,she/her,pet,dog,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Stephanie,salesperson,dog,she/her,pronoun,they/them,0,she cooked some food,she/her,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Daniel,retail,fish,they/them,job,retail,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Daniel,retail,fish,they/them,pet,fish,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Daniel,retail,fish,they/them,pronoun,they/them,1,they made some calls,they/them,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Jessica,teacher,cat,they/them,job,teacher,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Jessica,teacher,cat,they/them,pet,cat,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Jessica,teacher,cat,they/them,pronoun,they/them,1,they drank some juice,they/them,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Amanda,IT,dog,she/her,job,IT,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Amanda,IT,dog,she/her,pet,dog,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Amanda,IT,dog,she/her,pronoun,she/her,1,she cooked some food,she/her,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Kevin,food service,dog,he/him,job,food service,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Kevin,food service,dog,he/him,pet,dog,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Kevin,food service,dog,he/him,pronoun,he/him,1,he ate some dinner ,he/him,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Emily,nurse,fish,she/her,job,nurse,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Emily,nurse,fish,she/her,pet,fish,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Emily,nurse,fish,she/her,pronoun,she/her,1,she played with her children,she/her,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Andrew,engineer,fish,he/him,job,engineer,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Andrew,engineer,fish,he/him,pet,fish,1,NA,NA,NA
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Andrew,engineer,fish,he/him,pronoun,he/him,1,he ate some food,he/him,1
2_119,30,"native (learned from birth)",male,both,both_2,1,1,Brian,Uber driver,cat,he/him,pet,cat,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Michael,salesperson,cat,he/him,job,doctor,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Michael,salesperson,cat,he/him,pronoun,he/him,1,he made a phone call.,he/him,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Andrew,food service,cat,they/them,job,Uber driver,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Andrew,food service,cat,they/them,pet,fish,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Michael,salesperson,cat,he/him,pet,dog,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Kevin,doctor,fish,he/him,job,IT,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Kevin,doctor,fish,he/him,pet,fish,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Kevin,doctor,fish,he/him,pronoun,he/him,1,he visited his mom.,he/him,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Daniel,IT,cat,he/him,job,engineer,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Daniel,IT,cat,he/him,pet,dog,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Daniel,IT,cat,he/him,pronoun,he/him,1,he went to the gym.,he/him,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Stephanie,janitor,fish,she/her,job,teacher,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Stephanie,janitor,fish,she/her,pet,fish,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Stephanie,janitor,fish,she/her,pronoun,they/them,0,she sewed a shirt together.,she/her,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Jessica,teacher,fish,she/her,job,engineer,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Jessica,teacher,fish,she/her,pet,cat,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Jessica,teacher,fish,she/her,pronoun,they/them,0,she made an appointment.,she/her,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Melissa,retail,dog,she/her,job,sales,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Melissa,retail,dog,she/her,pet,fish,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Melissa,retail,dog,she/her,pronoun,they/them,0,she took a nap.,she/her,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Amanda,engineer,dog,they/them,job,accountant,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Amanda,engineer,dog,they/them,pet,dog,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Amanda,engineer,dog,they/them,pronoun,they/them,1,she cooked dinner.,she/her,0
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Laura,accountant,cat,she/her,job,nurse,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Laura,accountant,cat,she/her,pet,cat,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Laura,accountant,cat,she/her,pronoun,she/her,1,she talked to her mom.,she/her,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,James,nurse,dog,he/him,job,IT,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,James,nurse,dog,he/him,pet,dog,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,James,nurse,dog,he/him,pronoun,he/him,1,he booked a flight.,he/him,1
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Emily,Uber driver,fish,they/them,job,retail,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Emily,Uber driver,fish,they/them,pet,fish,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Emily,Uber driver,fish,they/them,pronoun,they/them,1,she quit her job.,she/her,0
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Brian,mechanic,dog,they/them,job,sales,0,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Brian,mechanic,dog,they/them,pet,dog,1,NA,NA,NA
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Brian,mechanic,dog,they/them,pronoun,he/him,0,he took a break.,he/him,0
2_120,37,"native (learned from birth)",female,story,story_3,0,1,Andrew,food service,cat,they/them,pronoun,they/them,1,he ordered takeout.,he/him,0
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Andrew,teacher,dog,he/him,pet,dog,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Andrew,teacher,dog,he/him,pronoun,he/him,1,He took a shower.,he/him,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,job,Uber driver,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,pet,dog,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,pronoun,she/her,1,She made dinner.,she/her,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,James,janitor,dog,he/him,job,janitor,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,James,janitor,dog,he/him,pet,dog,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,James,janitor,dog,he/him,pronoun,he/him,1,He played with his dog.,he/him,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,job,nurse,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,pet,cat,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,pronoun,they/them,1,They  made dinner.,they/them,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Michael,salesperson,fish,they/them,job,sales,0,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Michael,salesperson,fish,they/them,pet,fish,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Michael,salesperson,fish,they/them,pronoun,they/them,1,They made dinner.,they/them,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Jessica,food service,fish,she/her,job,food service,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Jessica,food service,fish,she/her,pet,fish,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Jessica,food service,fish,she/her,pronoun,she/her,1,She made dinner.,she/her,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Daniel,retail,cat,he/him,job,retail,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Daniel,retail,cat,he/him,pet,cat,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Daniel,retail,cat,he/him,pronoun,he/him,1,He made dinner.,he/him,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Kevin,doctor,dog,they/them,job,doctor,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Kevin,doctor,dog,they/them,pet,dog,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Kevin,doctor,dog,they/them,pronoun,they/them,1,They made dinner.,they/them,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Laura,mechanic,cat,she/her,job,mechanic,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Laura,mechanic,cat,she/her,pet,dog,0,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Laura,mechanic,cat,she/her,pronoun,she/her,1,She played with her cat.,she/her,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Brian,accountant,fish,he/him,job,accountant,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Brian,accountant,fish,he/him,pet,cat,0,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Brian,accountant,fish,he/him,pronoun,he/him,1,He fed his fish.,he/him,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Melissa,IT,fish,they/them,job,IT,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Melissa,IT,fish,they/them,pet,fish,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Melissa,IT,fish,they/them,pronoun,they/them,1,They  made dinner.,they/them,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Amanda,engineer,cat,she/her,job,engineer,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Amanda,engineer,cat,she/her,pet,cat,1,NA,NA,NA
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Amanda,engineer,cat,she/her,pronoun,she/her,1,She played with her cat.,she/her,1
2_121,25,"fully competent in speaking, listening, reading, and writing, but not native",female,both,both_1,1,1,Andrew,teacher,dog,he/him,job,teacher,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,James,janitor,dog,he/him,job,janitor,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,James,janitor,dog,he/him,pet,dog,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Brian,accountant,fish,he/him,job,accountant,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Brian,accountant,fish,he/him,pet,fish,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Brian,accountant,fish,he/him,pronoun,he/him,1,he made dinner,he/him,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,James,janitor,dog,he/him,pronoun,he/him,1,he played with dog,he/him,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Michael,salesperson,fish,they/them,pet,fish,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Michael,salesperson,fish,they/them,pronoun,they/them,1,they went shopping,they/them,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,job,nurse,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,pet,cat,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Stephanie,nurse,cat,they/them,pronoun,they/them,1,they make dinner,they/them,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Amanda,engineer,cat,she/her,job,engineer,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Amanda,engineer,cat,she/her,pet,cat,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Amanda,engineer,cat,she/her,pronoun,she/her,1,she served food ,she/her,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Jessica,food service,fish,she/her,job,food service,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Jessica,food service,fish,she/her,pet,fish,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Jessica,food service,fish,she/her,pronoun,she/her,1,she moved to home,she/her,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Kevin,doctor,dog,they/them,job,doctor,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Michael,salesperson,fish,they/them,job,sales,0,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Kevin,doctor,dog,they/them,pronoun,they/them,1,they went bath,they/them,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Daniel,retail,cat,he/him,job,retail,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Daniel,retail,cat,he/him,pet,cat,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Daniel,retail,cat,he/him,pronoun,he/him,1,he cleaning the kitchen,he/him,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Laura,mechanic,cat,she/her,job,mechanic,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Laura,mechanic,cat,she/her,pet,cat,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Laura,mechanic,cat,she/her,pronoun,she/her,1,she make special food,she/her,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Melissa,IT,fish,they/them,job,IT,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Melissa,IT,fish,they/them,pet,fish,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Melissa,IT,fish,they/them,pronoun,they/them,1,she got rest,she/her,0
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Andrew,teacher,dog,he/him,job,teacher,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Andrew,teacher,dog,he/him,pet,dog,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Kevin,doctor,dog,they/them,pet,dog,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,job,Uber driver,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,pet,dog,1,NA,NA,NA
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Emily,Uber driver,dog,she/her,pronoun,she/her,1,she washed cloths,she/her,1
2_122,32,"native (learned from birth)",female,both,both_1,1,1,Andrew,teacher,dog,he/him,pronoun,he/him,1,he washed cloths,he/him,1
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Jessica,food service,fish,she/her,job,mechanic,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Jessica,food service,fish,she/her,pet,dog,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Jessica,food service,fish,she/her,pronoun,she/her,1,she took a shower.,she/her,1
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Daniel,retail,cat,he/him,pet,cat,1,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Daniel,retail,cat,he/him,pronoun,he/him,1,he smoked a joint.,he/him,1
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,job,Uber driver,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Daniel,retail,cat,he/him,job,teacher,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,pronoun,she/her,1,she changed her clothes.,she/her,1
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Michael,salesperson,fish,they/them,job,IT,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Michael,salesperson,fish,they/them,pet,dog,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Laura,mechanic,cat,she/her,pet,fish,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Amanda,engineer,cat,she/her,job,janitor,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Amanda,engineer,cat,she/her,pet,dog,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Amanda,engineer,cat,she/her,pronoun,she/her,1,they relaxed on the couch.,they/them,0
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Kevin,doctor,dog,they/them,job,engineer,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Kevin,doctor,dog,they/them,pet,dog,1,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Kevin,doctor,dog,they/them,pronoun,he/him,0,he had some whiskey.,he/him,0
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Stephanie,nurse,cat,they/them,job,sales,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Stephanie,nurse,cat,they/them,pet,fish,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Stephanie,nurse,cat,they/them,pronoun,they/them,1,they washed their dishes.,they/them,1
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Melissa,IT,fish,they/them,job,accountant,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Melissa,IT,fish,they/them,pet,cat,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Melissa,IT,fish,they/them,pronoun,they/them,1,she played video games.,she/her,0
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Michael,salesperson,fish,they/them,pronoun,he/him,0,he made a snack.,he/him,0
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,James,janitor,dog,he/him,pet,dog,1,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,James,janitor,dog,he/him,pronoun,he/him,1,he fed his dog.,he/him,1
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Brian,accountant,fish,he/him,job,janitor,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Brian,accountant,fish,he/him,pet,cat,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Brian,accountant,fish,he/him,pronoun,he/him,1,they went for a walk.,they/them,0
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Andrew,teacher,dog,he/him,job,nurse,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Andrew,teacher,dog,he/him,pet,fish,0,NA,NA,NA
2_123,36,"native (learned from birth)",male,neither,neither_1,0,0,Andrew,teacher,dog,he/him,pronoun,they/them,0,he fed his pet.,he/him,1
